sample	samples	sample_type	TP53	BRCA1	SFRS2	ATF4	SLC7A11	WT1	PBRM1	BAP1	CDH1	CIC	RB1	STK11	SMAD4	NF1
TCGA-E2-A1B1-01	TCGA-E2-A1B1-01	Primary Tumor	0.08571	0.3402	0.6375	-0.452	-0.7973	2.089	0.9715	-0.6245	3.154	-0.9807	0.4788	8.328	0.6617	1.267
TCGA-E2-A155-01	TCGA-E2-A155-01	Primary Tumor	-0.3862	0.5007	-0.2965	-0.1579	-3.418	-3.254	0.385	-0.9843	2.359	0.01844	-0.165	9.772	0.2873	0.6559
TCGA-AR-A24U-01	TCGA-AR-A24U-01	Primary Tumor	-1.036	0.4186	-0.5017	0.298	2.085	2.341	1.085	-0.4883	0.8057	-0.7238	1.062	9.005	-0.1492	0.8645
TCGA-A7-A6VV-01	TCGA-A7-A6VV-01	Primary Tumor	-0.4413	0.466	0.5499	0.7013	-1.706	4	0.374	-0.2432	0.4833	1.311	-1.117	10.31	-0.07838	-0.4476
TCGA-BH-A18V-01	TCGA-BH-A18V-01	Primary Tumor	-0.8969	1.976	-0.1114	0.7961	1.841	0.7083	0.8858	0.1749	2.917	-0.7863	0.9055	8.815	0.2078	-0.02734
TCGA-A7-A13E-01	TCGA-A7-A13E-01	Primary Tumor	0.4917	0.7334	-0.5089	0.05095	0.9152	-1.258	0.8629	0.3404	0.8202	-0.8876	0.003655	9.561	1.154	0.2227
TCGA-BH-A18Q-01	TCGA-BH-A18Q-01	Primary Tumor	-1.193	0.7164	0.2955	0.604	-0.1761	-0.6488	0.7059	-0.7557	2.07	0.4059	-1.271	9.568	1.016	0.1444
TCGA-E2-A1LK-01	TCGA-E2-A1LK-01	Primary Tumor	-1.955	0.3483	-0.1564	0.2152	0.7861	2.08	-0.1022	0.164	2.11	-0.3519	-1.198	9.779	-0.5435	0.2439
TCGA-AR-A1AR-01	TCGA-AR-A1AR-01	Primary Tumor	-0.8485	1.56	0.2018	-0.9054	0.6327	2.269	1.696	-0.3132	0.8374	-0.671	0.1447	8.957	0.7659	0.3255
TCGA-E9-A243-01	TCGA-E9-A243-01	Primary Tumor	0.04091	-0.6695	0.3285	-1.039	-1.489	3.255	0.7195	-1.015	0.3569	-1.888	0.1714	7.747	0.3473	0.2119
TCGA-A7-A2KD-01	TCGA-A7-A2KD-01	Primary Tumor	-1.647	2.658	0.3659	0.215	0.4138	-0.08261	0.3916	0.1336	1.883	-0.3516	0.3048	9.656	-0.23	1.245
TCGA-BH-A18T-01	TCGA-BH-A18T-01	Primary Tumor	1.881	1.634	0.3543	-0.4831	0.3728	-0.07081	0.454	-0.6741	1.798	-1.339	0.6648	10.33	1.276	0.9228
TCGA-A2-A04U-01	TCGA-A2-A04U-01	Primary Tumor	-2.306	2.207	0.4622	1.843	-0.07026	-0.3987	-0.6746	-0.9178	-0.09185	-1.075	-2.816	10.35	-2.539	-0.4872
TCGA-AR-A1AH-01	TCGA-AR-A1AH-01	Primary Tumor	-1.962	0.8281	0.4062	-0.01975	-1.111	2.74	0.1873	-0.7277	0.7905	-0.7209	-0.9013	9.305	0.7311	-0.3703
TCGA-AR-A24K-01	TCGA-AR-A24K-01	Primary Tumor	-1.889	1.85	0.1419	-1.034	-1.549	-2.132	1.646	-0.228	1.359	0.05054	0.349	9.684	1.047	1.255
TCGA-AR-A256-01	TCGA-AR-A256-01	Primary Tumor	-1.491	0.9594	0.3164	0.123	1.02	0.5249	0.4094	-0.6239	2.157	-0.5177	0.6108	9.695	0.2366	0.1702
TCGA-AR-A1AN-01	TCGA-AR-A1AN-01	Primary Tumor	-0.8589	-0.3938	-0.7852	-0.1116	-2.322	-1.478	0.9618	0.1078	1.558	-0.1723	0.06195	9.851	0.07752	-0.06344
TCGA-BH-A0C0-01	TCGA-BH-A0C0-01	Primary Tumor	-1.141	-1.851	0.4097	-0.1995	-0.2866	5.611	-0.1957	-0.3877	1.056	-0.6506	0.03765	10.61	0.1354	0.5531
TCGA-A2-A3XX-01	TCGA-A2-A3XX-01	Primary Tumor	1.735	1.055	0.4595	0.1983	-2.61	3.895	-0.7403	0.01538	2.986	-0.2447	-0.8806	10.17	0.2772	-0.5877
TCGA-AR-A1AX-01	TCGA-AR-A1AX-01	Primary Tumor	0.3756	0.3146	-0.1917	-0.2352	0.1392	2.955	0.9716	-0.2415	1.201	0.1283	0.549	9.05	0.02042	0.3432
TCGA-E9-A1NF-01	TCGA-E9-A1NF-01	Primary Tumor	0.4571	-0.6238	-0.3061	0.1136	-0.377	2.276	0.0923	-0.705	1.219	-1.007	0.4527	9.669	-0.2593	0.1064
TCGA-E2-A9RU-01	TCGA-E2-A9RU-01	Primary Tumor	-0.1542	0.2983	0.3225	1.348	-0.3326	7.265	-1.08	-0.2484	1.009	-0.5542	-0.9507	9.752	-0.9659	-1.089
TCGA-B6-A0WX-01	TCGA-B6-A0WX-01	Primary Tumor	2.319	0.4643	-0.1987	-0.3221	-3.33	-0.6856	0.4898	-0.1653	1.544	-1.012	-0.6298	10.28	0.3407	0.1783
TCGA-E9-A248-01	TCGA-E9-A248-01	Primary Tumor	-1.321	1.896	0.3502	-0.09615	-0.1596	0.6766	1.557	-0.6325	1.89	-0.7987	0.8594	9.013	0.0008185	0.6138
TCGA-S3-AA10-01	TCGA-S3-AA10-01	Primary Tumor	-0.697	1.567	0.4029	0.2838	0.6499	-0.5466	0.1852	-0.02082	0.9765	0.07684	0.103	10.3	0.5627	-0.4996
TCGA-AR-A1AY-01	TCGA-AR-A1AY-01	Primary Tumor	-1.797	1.367	-0.09844	-0.22	-0.2301	5.004	1.656	0.457	1.863	-0.03196	-2.285	9.33	0.4857	-0.201
TCGA-AR-A254-01	TCGA-AR-A254-01	Primary Tumor	-1.172	1.204	0.3449	0.296	-0.8338	5.069	1.051	-0.6467	1.399	-0.8783	0.07565	9.26	0.06052	1.259
TCGA-BH-A0BW-01	TCGA-BH-A0BW-01	Primary Tumor	-1.371	1.529	0.2665	-0.6797	0.8171	0.8205	0.4939	-1.046	3.529	-0.1129	0.03405	9.101	-0.1374	1.663
TCGA-A2-A0YG-01	TCGA-A2-A0YG-01	Primary Tumor	-1.515	1.382	-0.01734	0.326	0.9505	3.093	1.29	-0.1737	3.963	-0.3587	0.7965	9.135	-0.4123	1.414
TCGA-E2-A1II-01	TCGA-E2-A1II-01	Primary Tumor	0.9781	0.9197	-0.1549	-0.1548	-0.5391	-2.648	0.2425	-0.6166	0.9973	-0.5432	-0.8272	9.725	0.3675	-0.5124
TCGA-AN-A0XN-01	TCGA-AN-A0XN-01	Primary Tumor	0.5934	0.03711	-0.308	0.3997	1.174	5.804	0.6145	-0.3794	0.9358	-0.2735	0.2246	9.399	0.3002	1.103
TCGA-C8-A12V-01	TCGA-C8-A12V-01	Primary Tumor	0.8672	-0.9354	-0.1265	0.3247	0.5256	0.4651	0.1488	-0.3166	1.002	-0.3512	0.3802	10.21	-0.3861	-0.5986
TCGA-AN-A0XT-01	TCGA-AN-A0XT-01	Primary Tumor	0.4966	-0.7467	0.2555	-0.435	-3.988	-1.807	0.2936	-0.8909	2.822	0.1043	-0.6283	9.432	-0.1766	-0.6242
TCGA-D8-A1XW-01	TCGA-D8-A1XW-01	Primary Tumor	0.2595	0.206	-0.5509	0.4394	-0.9002	0.9757	0.7722	-0.6951	2.403	-0.666	1.528	9.052	0.8928	0.1658
TCGA-BH-A1EY-01	TCGA-BH-A1EY-01	Primary Tumor	0.2467	-0.5599	-0.2523	-0.3074	-2.161	1.594	0.3628	-0.7371	1.919	-0.706	0.2587	10.48	-0.6968	-0.2284
TCGA-BH-A1F6-01	TCGA-BH-A1F6-01	Primary Tumor	0.7016	0.2725	-0.2981	0.2266	-0.6941	4.228	0.1408	-0.1556	1.534	-0.8159	0.02655	10.06	-0.04488	-0.5085
TCGA-S3-AA0Z-01	TCGA-S3-AA0Z-01	Primary Tumor	1.949	1.502	0.5389	-0.1867	-2.195	1.176	1.232	0.1324	-0.485	0.2731	1.123	10.16	0.4509	1.6
TCGA-E2-A15M-01	TCGA-E2-A15M-01	Primary Tumor	0.3178	0.5805	-0.2514	-0.4363	-1.513	4.498	1.265	-0.724	-0.4255	-0.6995	0.8571	8.571	0.02432	0.4492
TCGA-C8-A130-01	TCGA-C8-A130-01	Primary Tumor	-1.242	1.916	0.2138	0.38	0.2332	3.906	-0.0724	-0.3989	1.375	-0.1083	-0.4108	9.386	-0.5362	-0.1113
TCGA-A2-A4S3-01	TCGA-A2-A4S3-01	Primary Tumor	0.1209	2.539	0.799	-0.04815	-0.6863	0.01049	-0.4838	-0.5298	1.817	-0.214	-0.1079	9.801	-1.303	0.2627
TCGA-E2-A152-01	TCGA-E2-A152-01	Primary Tumor	0.1086	0.1213	-0.5728	1.755	1.988	1.877	0.3572	-0.5048	3.68	0.2449	-0.3963	8.857	-0.5116	0.08136
TCGA-E2-A1LH-01	TCGA-E2-A1LH-01	Primary Tumor	1.057	-0.2127	0.01376	1.829	-0.2658	1.195	-0.6114	-0.6144	1.823	-0.7095	-0.5972	10.29	-0.7014	-1.107
TCGA-E2-A1B0-01	TCGA-E2-A1B0-01	Primary Tumor	1.264	1.232	-0.2818	0.1834	-1.65	2.369	1.205	-0.3832	2.775	-0.8544	0.9031	8.869	-0.2723	1.884
TCGA-BH-A0BP-01	TCGA-BH-A0BP-01	Primary Tumor	-0.2595	-1.236	-0.3165	0.06925	-3.515	5.294	0.5831	0.1088	2.081	-0.3125	-0.3545	9.932	0.08842	-0.5369
TCGA-A1-A0SK-01	TCGA-A1-A0SK-01	Primary Tumor	2.299	1.995	0.5959	0.8597	-0.2401	-1.314	1.728	-1.142	0.1175	0.9158	-3.629	9.143	1.338	0.5408
TCGA-A2-A3XT-01	TCGA-A2-A3XT-01	Primary Tumor	1.136	0.5103	0.7293	0.7296	0.06794	-0.7245	-0.5452	0.3373	-0.05685	-0.4295	-1.693	10.21	-0.8298	-1.283
TCGA-A2-A3XV-01	TCGA-A2-A3XV-01	Primary Tumor	-0.2279	0.6927	-0.3196	1.011	-4.837	-1.413	-1.52	0.4792	2.009	-1.216	-1.457	11.18	-0.975	-1.697
TCGA-E2-A14Y-01	TCGA-E2-A14Y-01	Primary Tumor	0.4739	0.1395	0.4854	0.9206	0.674	-0.8654	0.8535	-0.4864	0.9281	-0.3535	-2.265	5.209	-0.03978	-0.9929
TCGA-C8-A8HP-01	TCGA-C8-A8HP-01	Primary Tumor	-1.738	0.06421	-0.01834	0.2147	-2.309	1.373	-0.5433	-0.3105	2.85	-0.1845	-0.09125	10.53	-0.6709	-1.368
TCGA-UU-A93S-01	TCGA-UU-A93S-01	Primary Tumor	0.7101	0.6707	-0.01084	1.808	0.1198	3.996	-2.439	0.2156	1.51	-1.275	0.1214	10.18	-1.016	-0.8623
TCGA-D8-A13Y-01	TCGA-D8-A13Y-01	Primary Tumor	-1.508	-4.512	0.009959	-0.5624	-1.55	-1.424	0.6478	0.1373	1.242	-0.2602	-1.698	9	0.9426	-0.2347
TCGA-AO-A12G-01	TCGA-AO-A12G-01	Primary Tumor	1.003	-0.1634	-0.2246	-0.3318	-0.8493	2.452	-0.2567	-0.4402	-4.006	-0.2224	0.3153	9.946	0.03222	-0.01674
TCGA-C8-A1HG-01	TCGA-C8-A1HG-01	Primary Tumor	0.3566	1.317	-0.08934	0.7876	2.551	1.124	-0.1654	-0.5991	1.845	-0.7774	0.1523	10.06	0.5853	-0.1408
TCGA-D8-A13Z-01	TCGA-D8-A13Z-01	Primary Tumor	1.404	0.9361	-0.149	-0.5182	-0.7384	1.553	0.7091	-0.5921	1.811	0.1075	-1.163	9.78	-0.8424	0.2261
TCGA-D8-A1JJ-01	TCGA-D8-A1JJ-01	Primary Tumor	1.185	0.685	0.3283	-0.5002	3.599	3.163	0.5805	-0.8366	2.448	-0.2909	0.5833	9.507	-0.08308	0.1404
TCGA-AC-A3OD-01	TCGA-AC-A3OD-01	Primary Tumor	-1.07	0.3975	-0.09264	0.2485	1.163	-1.875	0.148	-0.4044	-0.5254	-0.2132	0.3309	9.414	0.1479	0.1365
TCGA-BH-A1F0-01	TCGA-BH-A1F0-01	Primary Tumor	-0.7222	1.756	-0.1391	-0.1501	0.4757	-0.9693	0.7061	-0.4478	0.6021	-0.8566	1.486	9.123	0.1755	0.6579
TCGA-BH-A0BL-01	TCGA-BH-A0BL-01	Primary Tumor	1.062	0.5924	-0.001741	-0.1944	0.3884	1.355	0.7643	-0.3815	2.061	-0.09726	-0.3782	9.551	0.194	0.434
TCGA-E9-A226-01	TCGA-E9-A226-01	Primary Tumor	-1.557	-0.09909	0.09316	0.01555	1.851	0.6482	0.2239	-1.402	2.475	-1.271	0.4502	8.723	0.5538	0.1833
TCGA-GM-A3XL-01	TCGA-GM-A3XL-01	Primary Tumor	1.503	-3.559	0.7251	1.25	1.913	-0.9883	-0.7819	-0.06432	1.266	-0.5344	-3.057	11.18	0.02812	-0.9085
TCGA-E2-A14P-01	TCGA-E2-A14P-01	Primary Tumor	0.8472	1.613	-0.1156	-0.8929	-2.29	0.4922	0.5398	-0.3326	4.667	-0.8461	-0.000445	9.8	-0.3824	-0.4382
TCGA-OL-A6VO-01	TCGA-OL-A6VO-01	Primary Tumor	2.027	1.644	0.5123	0.03915	-0.7436	-2.248	0.7318	0.1577	1.645	-0.5874	-1.857	10.11	0.1809	0.05836
TCGA-E2-A1IN-01	TCGA-E2-A1IN-01	Primary Tumor	1.071	0.003715	0.01526	-0.1637	-1.293	1.712	0.2953	0.001282	2.956	0.1556	0.1266	9.523	-0.4775	0.06966
TCGA-BH-A0BT-01	TCGA-BH-A0BT-01	Primary Tumor	1.422	-0.5076	-0.2719	-0.4638	-3.209	1.8	0.1362	0.2488	1.304	-0.7462	-0.1153	9.225	-0.3099	-0.08264
TCGA-AO-A03N-01	TCGA-AO-A03N-01	Primary Tumor	1.183	0.02461	0.1589	0.3203	-2.22	3.697	0.2231	-0.6935	1.936	-1.195	0.2992	9.461	-0.8066	-0.4268
TCGA-A2-A0YE-01	TCGA-A2-A0YE-01	Primary Tumor	-2.651	0.9695	0.05926	-1.213	-2.813	1.431	0.8385	-0.07912	1.096	0.5178	-2.124	8.748	-0.3733	0.9497
TCGA-A2-A0ST-01	TCGA-A2-A0ST-01	Primary Tumor	1.371	0.2952	0.1268	0.143	-0.284	1.285	0.5596	-0.2052	1.63	-0.3024	-0.4809	10.06	0.07902	-0.05384
TCGA-EW-A1PB-01	TCGA-EW-A1PB-01	Primary Tumor	0.8976	-2.314	-0.2729	0.9311	0.5075	-1.174	-0.8165	-0.05862	0.7748	-0.8704	-0.08855	9.82	-0.4246	-1.152
TCGA-D8-A1XZ-01	TCGA-D8-A1XZ-01	Primary Tumor	-1.533	0.2599	-0.07294	0.839	-0.904	3.293	0.3211	-0.2031	2.853	-1.241	0.2424	8.939	0.2454	-0.1437
TCGA-C8-A278-01	TCGA-C8-A278-01	Primary Tumor	0.7999	0.1958	0.2996	0.2333	-0.09386	1.583	0.3967	-0.5219	1.879	-1.524	0.2853	9.115	-0.6626	-0.4244
TCGA-PE-A5DE-01	TCGA-PE-A5DE-01	Primary Tumor	0.1444	-0.1554	0.1895	-0.4628	-2.44	-1.78	0.301	0.06428	1.373	0.5877	0.4367	10.49	-0.4529	-0.63
TCGA-D8-A1J9-01	TCGA-D8-A1J9-01	Primary Tumor	0.02941	0.01571	-0.1523	-0.6275	0.276	0.8305	0.6525	-0.945	2.901	-0.5272	0.5359	9.084	-0.09008	0.8449
TCGA-AC-A23C-01	TCGA-AC-A23C-01	Primary Tumor	-1.561	0.1727	-0.1448	-0.04145	0.9289	0.5778	0.767	-1.023	3.287	-1.077	1.032	9.463	1.781	0.7956
TCGA-AR-A24Q-01	TCGA-AR-A24Q-01	Primary Tumor	2.198	-0.6853	0.02996	0.5179	0.8497	1.512	0.772	-0.7887	1.413	0.2031	-0.1641	9.388	1.297	0.142
TCGA-AC-A6IW-01	TCGA-AC-A6IW-01	Primary Tumor	2.024	0.2682	0.4268	0.5826	-1.026	3.68	0.0879	0.2452	0.1031	-0.09466	0.518	11.48	0.005218	-1.035
TCGA-AO-A129-01	TCGA-AO-A129-01	Primary Tumor	1.909	-1.597	0.1389	0.8304	-0.1714	-0.664	-0.5478	-0.3616	1.092	-0.2444	-1.284	10.14	-0.3432	-1.077
TCGA-E9-A244-01	TCGA-E9-A244-01	Primary Tumor	1.495	-1.842	0.3866	0.7657	1.913	-0.1095	-0.1603	-0.5827	2.613	-0.5102	0.07145	9.015	0.2132	-0.1833
TCGA-C8-A131-01	TCGA-C8-A131-01	Primary Tumor	1.291	0.5311	0.001259	0.8445	-0.3728	-0.8392	0.2155	-0.08822	2.294	-0.3349	0.6443	10.62	-0.4396	-0.519
TCGA-B6-A401-01	TCGA-B6-A401-01	Primary Tumor	1.109	0.05221	0.3135	-0.242	-1.754	5.322	0.1107	0.2392	2.552	0.1203	-0.7113	10.93	-0.3784	0.005362
TCGA-PL-A8LZ-01	TCGA-PL-A8LZ-01	Primary Tumor	1.069	0.1559	0.2941	-0.3094	0.00414	1.114	0.0258	-0.1156	0.3417	-0.2659	-0.3181	10.21	-0.2816	-0.6485
TCGA-BH-A1FU-01	TCGA-BH-A1FU-01	Primary Tumor	1.054	-0.2619	-0.2676	0.09755	-0.8101	2.144	1.181	-0.3521	2.414	-0.03426	0.3063	9.277	0.2041	0.4633
TCGA-GM-A2DD-01	TCGA-GM-A2DD-01	Primary Tumor	0.8955	-0.7573	-0.05134	0.2167	-1.574	1.746	-0.3883	-0.01752	0.9768	-0.3544	-0.1989	10.16	-0.784	-0.3514
TCGA-EW-A2FR-01	TCGA-EW-A2FR-01	Primary Tumor	0.6967	0.193	-0.1761	0.42	-0.6037	3.268	0.26	-0.05452	2.632	-0.1217	0.07415	9.478	-0.1411	0.3268
TCGA-AR-A1AS-01	TCGA-AR-A1AS-01	Primary Tumor	0.6198	1.055	0.001459	0.1903	-1.314	2.777	0.8037	0.2594	2.942	0.04964	0.001055	10.12	-0.1518	0.06956
TCGA-BH-A0B0-01	TCGA-BH-A0B0-01	Primary Tumor	0.5477	-1.243	-0.4323	-0.6392	-1.187	2.487	0.3112	-0.1338	1.412	-0.07006	-0.5485	10.09	-0.07838	-0.4571
TCGA-A1-A0SI-01	TCGA-A1-A0SI-01	Primary Tumor	0.4482	0.5421	-0.2523	-0.6457	-2.823	2.57	0.9033	-0.08072	1.968	0.2978	-0.8305	10.08	-0.365	-0.1332
TCGA-D8-A27N-01	TCGA-D8-A27N-01	Primary Tumor	-0.1924	-0.7411	0.3363	0.3056	-2.462	0.4742	-0.2058	-0.7563	2.819	-0.09976	-0.3484	9.224	-0.03258	-0.629
TCGA-D8-A147-01	TCGA-D8-A147-01	Primary Tumor	1.457	1.921	0.2906	0.3694	-0.4305	1.236	0.8693	-0.3891	1.713	0.5685	-1.312	9.009	0.561	0.3768
TCGA-A7-A26F-01	TCGA-A7-A26F-01	Primary Tumor	1.045	1.127	-0.3175	-0.05945	2.041	0.328	-0.152	-0.7104	2.328	-1.174	1.519	8.878	-0.1102	0.6795
TCGA-AR-A0U2-01	TCGA-AR-A0U2-01	Primary Tumor	0.7011	2.682	0.2887	-0.5718	1.783	1.309	0.4864	-1.464	1.689	-0.03276	0.5516	9.259	0.5165	1.384
TCGA-E2-A150-01	TCGA-E2-A150-01	Primary Tumor	-1.741	0.3617	-0.6648	-0.1753	-0.5554	-0.3515	0.5213	-0.4423	1.858	-0.2607	0.395	8.929	-0.1062	-0.08754
TCGA-C8-A1HF-01	TCGA-C8-A1HF-01	Primary Tumor	0.6487	0.4672	0.735	0.941	0.03294	3.452	-0.01	-0.9101	1.048	-0.546	-1.145	9.808	-0.1634	-0.1295
TCGA-EW-A1P4-01	TCGA-EW-A1P4-01	Primary Tumor	1.837	-1.332	0.3576	0.2065	1.01	2.367	0.4158	-0.08852	1.246	0.03444	-1.593	7.363	0.5959	-0.09784
TCGA-A7-A6VW-01	TCGA-A7-A6VW-01	Primary Tumor	1.123	-0.9361	0.3363	0.7364	-0.8862	2.656	-0.873	0.08648	-0.01185	0.1179	-1.326	10.75	-3.114	-1.657
TCGA-D8-A1JF-01	TCGA-D8-A1JF-01	Primary Tumor	0.6744	0.5918	-0.6191	0.1987	1.444	1.36	0.9652	-0.1374	2.845	-0.9195	1.36	8.303	-0.1158	1.07
TCGA-EW-A6S9-01	TCGA-EW-A6S9-01	Primary Tumor	-0.3967	0.335	0.04346	-0.7412	0.3276	-1.534	0.748	0.2281	2.262	-0.6421	-0.5386	9.904	0.1117	-0.05334
TCGA-3C-AALI-01	TCGA-3C-AALI-01	Primary Tumor	-1.596	0.4757	0.5253	-0.8761	-3.074	1.563	-0.436	-0.1399	2.415	0.4916	-0.5538	10.43	-1.29	-0.6171
TCGA-A1-A0SP-01	TCGA-A1-A0SP-01	Primary Tumor	-1.771	1.385	0.3963	1.545	1.142	-0.07951	0.8359	-0.4658	2.335	0.2168	-1.589	10.54	0.4962	-0.2305
TCGA-BH-A0C3-01	TCGA-BH-A0C3-01	Primary Tumor	-0.7805	0.9201	-0.3739	-0.8847	1.352	-2.369	0.8219	0.05308	1.605	-0.209	0.3337	9.48	0.1515	0.6576
TCGA-A8-A075-01	TCGA-A8-A075-01	Primary Tumor	-1.666	0.2004	0.2214	-0.1461	-2.706	3.196	0.885	-0.1657	1.361	0.1166	0.3564	9.738	-0.7048	-0.03244
TCGA-BH-A208-01	TCGA-BH-A208-01	Primary Tumor	-0.2218	-1.461	-0.6741	0.128	-2.957	3.223	0.4516	-0.2666	1.362	-0.4079	0.4673	8.785	0.152	0.3408
TCGA-BH-A0B7-01	TCGA-BH-A0B7-01	Primary Tumor	-1.111	-0.543	-0.02764	-0.4894	-2.551	3.499	1.154	-0.135	2.877	-0.3769	-0.2506	9.703	-0.4824	0.5466
TCGA-AR-A0U4-01	TCGA-AR-A0U4-01	Primary Tumor	1.215	-0.6682	0.3356	-0.09525	0.413	1.01	0.083	-0.8649	3.601	-0.1232	0.728	10.35	0.6513	-0.1028
TCGA-C8-A12W-01	TCGA-C8-A12W-01	Primary Tumor	0.9196	1.967	-0.6002	0.5952	-0.607	1.67	1.258	0.001282	3.743	0.1104	0.04035	9.884	-0.463	1.019
TCGA-C8-A27B-01	TCGA-C8-A27B-01	Primary Tumor	1.905	1.461	0.4704	0.7974	0.8055	0.4184	0.4288	-0.9383	1.813	-1.554	-1.181	9.376	-0.5746	-0.3042
TCGA-E9-A5FL-01	TCGA-E9-A5FL-01	Primary Tumor	1.194	-0.8793	0.5353	0.2243	1.794	4.141	-1.611	-0.3855	2.139	0.1625	-0.2007	10.63	-2.078	-0.3871
TCGA-D8-A1JL-01	TCGA-D8-A1JL-01	Primary Tumor	0.9932	-1.886	-0.3331	-0.1438	0.8502	4.121	0.9541	-0.19	1.471	0.1124	-0.3063	8.535	-0.2931	0.05786
TCGA-E2-A15E-01	TCGA-E2-A15E-01	Primary Tumor	0.5766	0.1976	-0.4816	-0.2678	-0.3142	-3.254	0.897	0.1215	2.26	0.5278	0.5874	9.444	0.1936	0.5013
TCGA-E9-A1N5-01	TCGA-E9-A1N5-01	Primary Tumor	-0.003188	0.2044	-0.2252	-0.1935	-1.185	2.101	0.4625	0.2553	1.794	0.3918	-0.3023	10.2	0.1082	-0.284
TCGA-AR-A0U0-01	TCGA-AR-A0U0-01	Primary Tumor	1.476	1.178	-0.2225	0.06315	2.584	0.9646	0.7198	-0.1966	0.5395	-0.3553	0.4633	10.32	-0.1799	0.08926
TCGA-C8-A1HM-01	TCGA-C8-A1HM-01	Primary Tumor	1.469	2.046	0.3856	-0.572	-0.9652	2.193	0.2476	-1.055	2.661	-0.9367	0.8942	8.312	-0.6133	0.7063
TCGA-LL-A5YO-01	TCGA-LL-A5YO-01	Primary Tumor	0.8016	-1.126	0.338	0.2396	-1.897	0.1944	-0.3288	-0.04612	0.871	-0.1365	-1.145	10.72	-0.8025	-1.511
TCGA-AC-A5EH-01	TCGA-AC-A5EH-01	Primary Tumor	0.5404	-0.5474	0.2876	0.2873	-0.2851	2.356	-0.1868	-0.2454	2.209	0.3628	0.2931	10.59	-0.8284	-0.8092
TCGA-E2-A14R-01	TCGA-E2-A14R-01	Primary Tumor	1.477	-3.5	0.4418	0.9456	-0.08656	-1.534	0.0158	-0.6471	2.346	-0.8707	-2.007	9.898	0.384	-0.717
TCGA-AC-A62X-01	TCGA-AC-A62X-01	Primary Tumor	1.034	0.5456	0.2692	0.6967	-1.176	5.932	-0.1661	-1.893	0.8846	-1.094	-2.263	10.41	0.1884	-0.06584
TCGA-C8-A12K-01	TCGA-C8-A12K-01	Primary Tumor	0.9744	1.043	0.06506	1.016	0.4178	1.142	0.009599	-0.6522	2.068	-0.6027	-0.01785	9.401	0.7222	-0.8751
TCGA-A7-A0DA-01	TCGA-A7-A0DA-01	Primary Tumor	0.9387	-0.1142	-0.04204	1.005	0.4913	1.211	0.6271	-0.3829	1.725	0.5166	0.2614	9.333	-0.5225	-0.2112
TCGA-E2-A158-01	TCGA-E2-A158-01	Primary Tumor	0.8162	-1.68	0.1623	0.3647	-0.9605	-2.008	-0.1558	-0.5862	1.659	0.3632	-2.472	8.977	0.8797	0.04416
TCGA-B6-A0RU-01	TCGA-B6-A0RU-01	Primary Tumor	-0.9299	0.7408	0.6173	0.2958	-1.653	-0.8591	1.256	0.5553	1.949	0.3405	-0.816	9.438	0.2519	0.02786
TCGA-D8-A27M-01	TCGA-D8-A27M-01	Primary Tumor	-1.065	-0.8565	-0.1229	0.5986	1.784	2.45	0.5949	-0.4066	1.358	0.7492	0.6448	8.866	0.2161	-0.2471
TCGA-AR-A1AP-01	TCGA-AR-A1AP-01	Primary Tumor	-1.369	0.1182	-0.1076	0.1318	1.594	1.599	0.9193	0.1326	0.896	0.457	0.2926	10.33	-0.8733	0.1102
TCGA-E9-A1N9-01	TCGA-E9-A1N9-01	Primary Tumor	-1.419	1.455	-0.2845	-0.2286	-0.746	2.869	1.133	-0.5225	2.981	-0.5745	-0.214	9.757	-0.568	1.331
TCGA-C8-A1HJ-01	TCGA-C8-A1HJ-01	Primary Tumor	-1.514	1	1.476	1.33	0.8868	0.7196	0.2312	-1.437	2.105	-1.058	-0.04035	7.991	0.03032	-0.2941
TCGA-E2-A14N-01	TCGA-E2-A14N-01	Primary Tumor	-1.523	-0.9301	0.9222	0.7339	1.316	4.452	0.3041	-0.6981	0.965	-1.064	-1.789	9.289	-0.2884	0.2529
TCGA-A2-A0CW-01	TCGA-A2-A0CW-01	Primary Tumor	-2.202	0.8223	0.08046	-0.3103	-2.727	1.641	-0.1614	-0.8857	4.203	-1.445	-0.7133	9.617	-0.7309	-0.05474
TCGA-AQ-A04H-01	TCGA-AQ-A04H-01	Primary Tumor	0.3797	1.461	0.1345	-0.4811	-0.5565	-3.254	1.743	0.6167	3.289	-0.343	0.5964	10.17	-0.1751	1.088
TCGA-AR-A0TS-01	TCGA-AR-A0TS-01	Primary Tumor	-0.7284	-0.9413	0.06546	-0.06675	-0.4392	2.587	1.01	-0.1791	3.211	0.03574	-0.6788	9.903	0.219	0.6295
TCGA-A2-A0SX-01	TCGA-A2-A0SX-01	Primary Tumor	1.867	0.8658	0.09806	-0.227	-0.7023	2.568	1.007	-0.5818	1.197	1.756	-0.6567	9.17	0.1038	0.3731
TCGA-C8-A27A-01	TCGA-C8-A27A-01	Primary Tumor	0.7997	2.265	0.3828	-0.287	-1.479	-0.02121	1.592	0.1828	2.328	-1.161	1.502	9.113	0.5432	1.414
TCGA-BH-A0BG-01	TCGA-BH-A0BG-01	Primary Tumor	-1.183	0.2588	0.1401	0.1402	-0.7635	-1.725	-1.408	-0.6516	1.793	0.5986	0.3842	9.696	-0.1476	0.3677
